Attrition_Flag,Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit
Existing Customer,65,F,1,Post-Graduate,Married,$40K - $60K,Blue,52,5,3,3,2155.0
Existing Customer,47,M,1,Uneducated,Unknown,$80K - $120K,Blue,34,4,1,3,20620.0
Existing Customer,38,M,0,Uneducated,Married,$60K - $80K,Blue,19,3,1,3,3238.0
Existing Customer,52,M,2,High School,Married,$60K - $80K,Blue,46,5,3,0,14316.0
Existing Customer,36,M,3,High School,Married,$80K - $120K,Blue,36,5,3,2,2607.0
Existing Customer,43,M,4,College,Married,$60K - $80K,Blue,24,3,5,4,6231.0
Attrited Customer,38,F,3,Unknown,Single,Less than $40K,Blue,30,6,2,2,3730.0
Existing Customer,65,F,0,Graduate,Married,Less than $40K,Blue,56,4,1,4,3094.0
Attrited Customer,51,F,2,Doctorate,Married,Less than $40K,Blue,41,2,2,3,6630.0
Attrited Customer,40,M,3,Graduate,Divorced,$80K - $120K,Blue,22,2,2,3,1925.0
Existing Customer,39,M,3,College,Unknown,$80K - $120K,Blue,36,4,2,3,33406.0
Existing Customer,39,F,1,Graduate,Married,Unknown,Blue,30,3,2,3,2917.0
Existing Customer,60,M,0,Uneducated,Married,$60K - $80K,Blue,47,3,3,3,9452.0
Existing Customer,43,F,2,Uneducated,Single,$40K - $60K,Blue,29,6,3,2,2162.0
Existing Customer,31,M,2,Uneducated,Married,Less than $40K,Blue,18,3,2,4,1438.3
Existing Customer,55,M,1,Graduate,Single,$120K +,Blue,42,4,2,3,34516.0
Existing Customer,65,F,1,College,Married,Less than $40K,Blue,54,3,3,3,2888.0
Existing Customer,54,F,1,High School,Married,Less than $40K,Blue,44,3,3,3,3947.0
Existing Customer,40,F,1,High School,Married,Unknown,Blue,31,3,3,4,15970.0
Existing Customer,38,F,2,High School,Married,Less than $40K,Blue,27,4,1,2,1830.0
Existing Customer,36,M,2,Post-Graduate,Married,$60K - $80K,Blue,29,5,3,3,7712.0
Existing Customer,43,M,3,High School,Unknown,$60K - $80K,Blue,36,5,3,3,20811.0
Existing Customer,41,M,3,Graduate,Married,$120K +,Blue,31,3,3,2,11789.0
Existing Customer,50,M,3,High School,Divorced,$120K +,Blue,37,3,1,2,3073.0
Existing Customer,48,M,3,College,Married,$80K - $120K,Silver,36,6,2,2,34516.0
Existing Customer,39,M,4,Unknown,Single,$120K +,Silver,26,6,2,2,34516.0
Existing Customer,55,F,2,Post-Graduate,Married,$40K - $60K,Blue,46,6,2,2,6725.0
Existing Customer,44,M,3,Graduate,Unknown,Less than $40K,Blue,39,5,2,4,2978.0
Attrited Customer,42,M,3,Graduate,Married,$80K - $120K,Blue,36,1,1,3,34516.0
Existing Customer,54,M,3,Graduate,Married,$120K +,Blue,46,3,1,3,34516.0
Existing Customer,57,M,1,Uneducated,Married,$120K +,Blue,36,6,2,3,24545.0
Existing Customer,53,F,1,Uneducated,Married,$40K - $60K,Blue,46,5,2,3,1438.3
Existing Customer,41,F,4,Uneducated,Single,Less than $40K,Blue,31,5,1,2,2490.0
Existing Customer,39,M,1,Graduate,Single,$120K +,Blue,24,6,2,4,10074.0
Existing Customer,45,M,2,Graduate,Divorced,$40K - $60K,Blue,40,3,3,2,2259.0
Existing Customer,46,M,2,Graduate,Married,$80K - $120K,Silver,35,6,3,2,34516.0
Existing Customer,54,M,2,High School,Married,$80K - $120K,Blue,50,4,2,3,9519.0
Existing Customer,40,F,4,Graduate,Married,Unknown,Blue,36,3,1,2,3706.0
Existing Customer,48,M,4,Graduate,Unknown,$80K - $120K,Blue,40,6,2,2,4438.0
Attrited Customer,56,F,3,High School,Married,$40K - $60K,Blue,51,5,2,1,1438.3
Existing Customer,33,F,4,Post-Graduate,Married,$40K - $60K,Blue,36,4,2,3,2372.0
Existing Customer,44,F,4,Graduate,Single,Less than $40K,Blue,34,5,1,2,4214.0
Existing Customer,62,F,1,Post-Graduate,Married,Less than $40K,Blue,53,3,1,3,1438.3
Existing Customer,33,F,0,Graduate,Married,Unknown,Blue,36,4,2,4,2613.0
Existing Customer,36,F,3,High School,Married,Less than $40K,Blue,26,6,1,4,4331.0
Existing Customer,46,M,3,Graduate,Unknown,$80K - $120K,Blue,27,5,1,3,3665.0
Attrited Customer,61,F,0,Graduate,Married,Less than $40K,Blue,49,6,2,3,1438.3
Attrited Customer,41,F,2,Unknown,Single,Unknown,Blue,28,2,1,3,4411.0
Existing Customer,42,M,4,Graduate,Unknown,$40K - $60K,Silver,37,3,6,2,15871.0
Attrited Customer,35,M,2,Graduate,Married,$80K - $120K,Blue,27,3,2,3,12643.0
Existing Customer,65,F,0,High School,Married,$40K - $60K,Blue,36,5,2,3,6088.0
Attrited Customer,36,M,3,Post-Graduate,Married,$120K +,Blue,27,2,1,2,13873.0
Existing Customer,42,F,4,Graduate,Single,Less than $40K,Blue,32,3,2,3,6158.0
Existing Customer,51,M,1,Uneducated,Married,$80K - $120K,Blue,41,5,3,3,5638.0
Existing Customer,54,F,1,Uneducated,Married,Less than $40K,Blue,40,5,2,4,2178.0
Existing Customer,40,F,3,College,Unknown,$40K - $60K,Blue,22,3,3,3,12588.0
Existing Customer,40,M,5,Graduate,Married,$80K - $120K,Blue,34,6,2,4,11942.0
Existing Customer,57,F,2,College,Married,Less than $40K,Blue,44,6,3,2,3914.0
Existing Customer,57,M,4,Graduate,Married,$80K - $120K,Blue,49,4,2,4,3038.0
Existing Customer,53,M,2,Uneducated,Married,$40K - $60K,Blue,47,3,1,3,5579.0
Existing Customer,40,M,2,Graduate,Married,$80K - $120K,Blue,31,5,1,2,18693.0
Existing Customer,28,M,0,Graduate,Married,Less than $40K,Blue,18,5,1,3,2943.0
Existing Customer,38,F,3,High School,Married,Less than $40K,Blue,28,4,2,3,2435.0
Existing Customer,37,F,2,Graduate,Married,Less than $40K,Blue,30,5,2,2,2077.0
Existing Customer,65,F,1,High School,Married,Unknown,Blue,36,5,2,2,5756.0
Attrited Customer,58,F,4,High School,Divorced,Unknown,Blue,45,4,1,1,21065.0
Existing Customer,41,M,2,High School,Married,$60K - $80K,Blue,30,6,3,2,9428.0
Existing Customer,54,M,5,Graduate,Married,$80K - $120K,Blue,47,4,1,3,6065.0
Existing Customer,39,F,4,Graduate,Married,Unknown,Blue,21,6,1,4,5024.0
Existing Customer,26,M,1,Graduate,Single,Less than $40K,Blue,13,3,3,2,2174.0
Existing Customer,60,M,1,Unknown,Married,$60K - $80K,Blue,54,5,3,3,3398.0
Existing Customer,35,F,2,High School,Married,Unknown,Blue,36,3,2,4,4319.0
Existing Customer,46,M,3,Graduate,Divorced,$80K - $120K,Blue,40,6,3,3,3673.0
Existing Customer,47,M,4,Unknown,Unknown,$60K - $80K,Blue,39,5,2,2,1815.0
Existing Customer,53,F,3,High School,Married,Unknown,Blue,45,5,1,3,2495.0
Existing Customer,55,M,1,Graduate,Married,$80K - $120K,Blue,36,3,2,4,34516.0
Existing Customer,50,F,1,Post-Graduate,Married,Less than $40K,Blue,43,3,1,3,3368.0
Attrited Customer,38,F,2,High School,Married,$40K - $60K,Blue,28,3,2,2,7225.0
Existing Customer,39,F,3,Graduate,Single,Less than $40K,Blue,30,5,3,4,5202.0
Existing Customer,39,F,2,Unknown,Single,Less than $40K,Blue,29,6,2,4,1923.0
Existing Customer,39,M,3,High School,Single,$60K - $80K,Blue,36,4,2,3,6929.0
Existing Customer,49,F,3,Graduate,Single,Less than $40K,Blue,44,3,3,2,4364.0
Existing Customer,45,F,3,Graduate,Married,Less than $40K,Blue,38,3,3,2,2400.0
Existing Customer,55,M,3,Graduate,Married,$80K - $120K,Blue,36,3,2,3,25878.0
Existing Customer,44,M,5,Graduate,Married,$120K +,Blue,24,4,1,4,11876.0
Existing Customer,49,F,5,Post-Graduate,Unknown,$40K - $60K,Blue,39,3,1,4,4568.0
Existing Customer,41,M,3,Uneducated,Married,$80K - $120K,Blue,31,4,2,2,4740.0
Existing Customer,49,F,2,Unknown,Unknown,$40K - $60K,Blue,42,6,1,4,4949.0
Existing Customer,45,F,3,Graduate,Single,Unknown,Blue,36,3,3,4,11189.0
Existing Customer,44,M,4,Unknown,Married,$120K +,Blue,31,4,3,4,34516.0
Existing Customer,65,M,2,Graduate,Married,Unknown,Blue,55,3,2,2,6099.0
Attrited Customer,35,M,3,College,Married,$80K - $120K,Blue,27,3,2,3,3575.0
Existing Customer,26,M,0,High School,Single,Unknown,Blue,36,5,2,3,3184.0
Existing Customer,38,M,1,High School,Married,$80K - $120K,Blue,24,4,3,2,13363.0
Existing Customer,65,M,0,Unknown,Single,$40K - $60K,Blue,36,5,2,3,2163.0
Existing Customer,58,M,3,College,Married,$120K +,Blue,54,5,1,4,3452.0
Existing Customer,47,F,5,Post-Graduate,Married,$40K - $60K,Blue,41,6,2,2,4466.0
Existing Customer,33,F,3,Graduate,Married,Less than $40K,Blue,25,4,1,4,3030.0
Existing Customer,54,F,3,Doctorate,Married,$40K - $60K,Blue,39,3,1,3,2112.0
Existing Customer,35,F,1,Graduate,Married,Less than $40K,Blue,18,5,1,2,7583.0
Existing Customer,47,M,5,Graduate,Single,$120K +,Blue,27,5,3,4,11760.0
Existing Customer,35,M,3,College,Married,$60K - $80K,Blue,17,3,3,2,2259.0
Existing Customer,48,M,4,High School,Married,$80K - $120K,Blue,36,6,2,4,19762.0
Existing Customer,36,M,4,Doctorate,Married,$60K - $80K,Blue,17,5,2,4,2803.0
Existing Customer,44,M,3,Graduate,Married,$80K - $120K,Blue,36,3,3,2,25666.0
Existing Customer,44,F,3,College,Single,Less than $40K,Blue,24,5,1,4,9297.0
Existing Customer,36,F,1,Graduate,Married,Less than $40K,Blue,25,5,1,2,2999.0
Existing Customer,64,M,0,Doctorate,Married,$40K - $60K,Blue,56,3,2,2,4234.0
Existing Customer,34,F,1,Graduate,Single,Less than $40K,Gold,28,4,3,2,15987.0
Existing Customer,49,M,4,Graduate,Single,$80K - $120K,Blue,33,5,5,3,16435.0
Existing Customer,37,M,4,High School,Married,$60K - $80K,Blue,24,3,1,4,5335.0
Existing Customer,65,M,1,High School,Married,$40K - $60K,Blue,53,3,3,3,3506.0
Existing Customer,53,M,2,Post-Graduate,Married,$80K - $120K,Blue,36,5,1,2,3610.0
Existing Customer,32,M,0,High School,Married,$40K - $60K,Blue,28,5,1,2,3172.0
Existing Customer,44,M,5,Unknown,Single,$80K - $120K,Blue,34,6,2,3,8206.0
Existing Customer,65,M,0,Graduate,Married,Less than $40K,Blue,46,3,2,2,2416.0
Existing Customer,60,M,0,Graduate,Married,$40K - $60K,Blue,41,3,2,4,2458.0
Existing Customer,27,F,0,Graduate,Single,Less than $40K,Blue,36,6,1,2,1677.0
Existing Customer,52,M,2,Post-Graduate,Married,$60K - $80K,Blue,45,4,1,4,11819.0
Existing Customer,42,M,4,High School,Unknown,$80K - $120K,Gold,37,5,1,2,34516.0
Existing Customer,29,M,0,Graduate,Married,$40K - $60K,Blue,36,3,3,4,1459.0
Existing Customer,29,M,0,High School,Married,$40K - $60K,Blue,13,4,1,4,1458.0
Existing Customer,38,M,2,High School,Married,$40K - $60K,Blue,32,3,2,2,1438.3
Attrited Customer,36,M,2,Graduate,Married,$40K - $60K,Blue,18,3,1,3,7758.0
Existing Customer,40,F,2,Post-Graduate,Married,Less than $40K,Silver,30,4,2,2,10836.0
Existing Customer,47,M,3,Post-Graduate,Single,$60K - $80K,Blue,36,5,3,3,5062.0
Existing Customer,36,F,3,High School,Married,Unknown,Blue,30,6,2,2,3399.0
Existing Customer,26,M,0,High School,Single,$40K - $60K,Blue,36,5,2,2,2212.0
Existing Customer,43,F,2,Unknown,Single,$40K - $60K,Blue,36,6,1,4,3186.0
Existing Customer,52,F,1,Graduate,Single,Less than $40K,Blue,32,3,1,3,5927.0
Existing Customer,49,M,2,Unknown,Single,$60K - $80K,Blue,34,4,1,4,5176.0
Existing Customer,50,M,2,Graduate,Married,$80K - $120K,Blue,37,3,1,3,3126.0
Existing Customer,34,M,3,Graduate,Divorced,$80K - $120K,Blue,21,6,4,2,4670.0
Existing Customer,53,F,2,Uneducated,Married,Unknown,Blue,36,4,3,3,2162.0
Existing Customer,49,M,3,High School,Married,$80K - $120K,Blue,42,4,1,2,10155.0
Existing Customer,53,M,4,High School,Married,$80K - $120K,Blue,46,4,2,3,15242.0
Existing Customer,48,M,3,Doctorate,Divorced,$120K +,Blue,36,4,3,2,34516.0
Existing Customer,32,F,2,Graduate,Single,Less than $40K,Blue,17,5,1,2,1438.3
Existing Customer,38,M,4,High School,Single,$80K - $120K,Gold,36,6,1,3,34516.0
Existing Customer,43,M,4,Uneducated,Single,$80K - $120K,Blue,32,4,1,3,16043.0
Attrited Customer,51,F,2,Graduate,Single,Less than $40K,Blue,44,6,3,2,3181.0
Existing Customer,58,M,3,Graduate,Married,$120K +,Blue,47,3,1,2,27088.0
Existing Customer,59,F,0,Graduate,Married,Less than $40K,Blue,36,5,3,4,5688.0
Existing Customer,51,M,4,High School,Married,$60K - $80K,Blue,38,5,2,3,10462.0
Attrited Customer,62,F,1,High School,Married,$40K - $60K,Blue,53,2,1,1,5249.0
Existing Customer,38,M,0,Unknown,Divorced,Less than $40K,Blue,36,3,3,2,5155.0
Existing Customer,33,M,1,Uneducated,Married,$120K +,Blue,16,6,1,3,10705.0
Existing Customer,54,M,3,High School,Single,$80K - $120K,Blue,47,3,1,2,16494.0
Existing Customer,37,F,1,Graduate,Married,$40K - $60K,Blue,30,5,3,4,6469.0
Existing Customer,30,M,0,Unknown,Married,$60K - $80K,Blue,23,3,3,2,5146.0
Existing Customer,61,M,0,High School,Married,$80K - $120K,Blue,50,4,1,3,2800.0
Existing Customer,49,M,5,Unknown,Single,$60K - $80K,Blue,36,6,1,2,5159.0
Existing Customer,56,M,1,Doctorate,Married,$60K - $80K,Blue,46,5,2,4,5248.0
Existing Customer,51,F,3,Post-Graduate,Married,Less than $40K,Blue,46,5,3,2,5881.0
Existing Customer,44,F,3,Graduate,Divorced,Less than $40K,Blue,36,6,3,3,1467.0
Existing Customer,64,F,1,Uneducated,Married,$40K - $60K,Blue,52,6,2,2,4999.0
Existing Customer,46,F,3,High School,Married,Unknown,Blue,36,5,2,2,4668.0
Existing Customer,39,F,2,Post-Graduate,Unknown,Less than $40K,Blue,36,4,3,4,1438.3
Existing Customer,38,F,1,Uneducated,Single,Less than $40K,Blue,27,6,3,4,8638.0
Existing Customer,53,M,1,Uneducated,Married,$120K +,Blue,45,5,1,3,9343.0
Existing Customer,35,M,2,Post-Graduate,Married,$40K - $60K,Blue,21,3,1,3,2256.0
Existing Customer,26,M,0,College,Single,$60K - $80K,Blue,15,5,1,2,8267.0
Existing Customer,32,M,2,High School,Single,$40K - $60K,Blue,20,6,3,4,2235.0
Existing Customer,36,M,1,Uneducated,Married,$40K - $60K,Blue,16,5,3,2,3735.0
Attrited Customer,48,M,2,College,Married,$80K - $120K,Blue,38,2,2,3,2111.0
Existing Customer,55,M,2,Unknown,Single,$80K - $120K,Blue,36,5,2,2,10604.0
Existing Customer,52,M,2,Graduate,Married,$80K - $120K,Blue,42,5,3,2,21782.0
Existing Customer,52,F,1,High School,Married,Less than $40K,Blue,36,6,3,3,2133.0
Existing Customer,58,F,1,Doctorate,Single,$40K - $60K,Silver,47,5,2,4,16677.0
Existing Customer,38,F,2,Graduate,Married,Less than $40K,Blue,36,6,3,4,2717.0
Existing Customer,60,M,1,Graduate,Single,Less than $40K,Blue,48,5,3,3,3980.0
Attrited Customer,55,M,3,Unknown,Single,$60K - $80K,Blue,36,3,2,2,8411.0
Existing Customer,43,F,3,College,Married,Less than $40K,Blue,36,3,2,4,2227.0
Existing Customer,35,M,3,Post-Graduate,Single,$80K - $120K,Silver,29,5,3,2,34516.0
Existing Customer,38,F,4,Graduate,Married,Less than $40K,Blue,36,4,3,3,1860.0
Existing Customer,48,M,3,Graduate,Unknown,$60K - $80K,Blue,35,5,1,3,2829.0
Existing Customer,38,F,1,Unknown,Single,Less than $40K,Blue,36,3,2,3,3764.0
Existing Customer,43,M,3,College,Single,$40K - $60K,Blue,23,6,2,2,4559.0
Existing Customer,36,F,2,Post-Graduate,Married,Less than $40K,Blue,25,5,3,4,4701.0
Existing Customer,34,M,2,College,Married,$80K - $120K,Blue,22,4,2,4,1631.0
Existing Customer,39,F,2,Unknown,Married,Unknown,Blue,36,4,3,4,8096.0
Existing Customer,43,F,2,College,Single,Less than $40K,Blue,29,5,1,2,2304.0
Existing Customer,48,F,2,Uneducated,Married,$40K - $60K,Blue,36,3,3,2,5210.0
Existing Customer,44,M,4,Graduate,Married,$40K - $60K,Blue,38,5,2,3,5452.0
Existing Customer,38,M,1,Graduate,Married,$60K - $80K,Blue,31,6,3,3,7475.0
Existing Customer,62,M,1,High School,Married,$40K - $60K,Blue,56,5,3,3,2359.0
Existing Customer,30,M,0,Unknown,Single,$80K - $120K,Blue,25,5,2,2,4237.0
Existing Customer,39,M,3,Unknown,Married,$80K - $120K,Blue,33,6,6,4,18582.0
Existing Customer,53,F,3,High School,Unknown,Less than $40K,Blue,37,3,2,4,7202.0
Existing Customer,64,F,1,High School,Married,$40K - $60K,Blue,56,4,2,4,1438.3
Existing Customer,51,F,4,Graduate,Single,Unknown,Blue,34,3,1,2,11221.0
Existing Customer,32,M,1,Graduate,Single,Unknown,Blue,26,6,3,4,18889.0
Existing Customer,52,M,1,College,Married,$80K - $120K,Blue,48,4,3,3,2066.0
Existing Customer,43,M,2,High School,Divorced,$80K - $120K,Blue,31,6,2,4,34516.0
Existing Customer,40,M,5,Graduate,Single,$60K - $80K,Blue,27,6,1,2,2742.0
Existing Customer,54,M,1,High School,Married,$60K - $80K,Blue,36,4,1,4,20050.0
Existing Customer,34,F,4,High School,Single,Less than $40K,Blue,30,4,1,3,3046.0
Existing Customer,33,F,1,High School,Single,Less than $40K,Blue,25,6,3,4,6193.0
Existing Customer,36,M,2,Graduate,Married,$80K - $120K,Blue,28,5,3,3,5634.0
Existing Customer,65,M,1,Graduate,Married,Less than $40K,Blue,50,6,2,4,4507.0
Existing Customer,43,M,3,High School,Single,$40K - $60K,Blue,33,5,2,3,3040.0
Existing Customer,53,M,0,Graduate,Married,$120K +,Blue,33,4,3,3,21006.0
Existing Customer,48,F,3,College,Single,Less than $40K,Blue,38,3,3,4,7326.0
Attrited Customer,39,F,3,High School,Single,Less than $40K,Blue,36,6,1,3,3651.0
Existing Customer,57,F,1,Unknown,Married,Less than $40K,Blue,47,4,1,3,3416.0
Attrited Customer,51,F,3,Uneducated,Married,Unknown,Blue,36,3,3,2,3664.0
Existing Customer,48,M,3,Graduate,Married,$60K - $80K,Blue,42,6,1,3,6085.0
Existing Customer,51,M,2,High School,Married,$60K - $80K,Blue,38,5,3,2,22332.0
Existing Customer,26,F,0,Unknown,Single,Less than $40K,Blue,13,4,2,4,2063.0
Existing Customer,38,F,2,Graduate,Married,Less than $40K,Blue,32,5,3,3,4429.0
Existing Customer,35,M,3,Graduate,Married,$60K - $80K,Blue,26,6,3,2,3991.0
Existing Customer,46,F,3,Doctorate,Single,Less than $40K,Blue,36,5,1,4,2201.0
Existing Customer,48,M,4,College,Single,$80K - $120K,Blue,36,4,3,2,2852.0
Existing Customer,49,F,2,Uneducated,Married,Less than $40K,Blue,37,6,3,3,9723.0
Existing Customer,35,M,4,High School,Married,$40K - $60K,Blue,27,6,2,3,5325.0
Existing Customer,65,F,0,Unknown,Married,$40K - $60K,Blue,56,3,2,4,7427.0
Existing Customer,53,M,2,Unknown,Married,$60K - $80K,Blue,36,6,3,3,5619.0
Existing Customer,54,F,2,Uneducated,Married,Less than $40K,Blue,44,3,1,3,5413.0
Existing Customer,64,F,0,Graduate,Married,Unknown,Blue,36,3,1,3,7646.0
Existing Customer,39,F,3,Graduate,Divorced,Unknown,Blue,30,3,3,2,2420.0
Existing Customer,50,M,0,High School,Married,$80K - $120K,Blue,30,3,4,2,4252.0
Existing Customer,54,F,3,Graduate,Married,Less than $40K,Blue,49,5,2,4,2031.0
Existing Customer,38,F,4,Graduate,Married,Unknown,Blue,28,4,1,2,6861.0
Existing Customer,39,M,1,High School,Married,$80K - $120K,Blue,28,4,2,4,3327.0
Existing Customer,53,M,1,Unknown,Married,$40K - $60K,Blue,41,5,1,3,2885.0
Existing Customer,53,M,2,High School,Married,$120K +,Blue,41,4,3,3,7272.0
Existing Customer,32,M,1,College,Divorced,$80K - $120K,Blue,36,5,3,4,34516.0
Existing Customer,57,F,3,Uneducated,Married,Less than $40K,Blue,47,5,3,3,2515.0
Existing Customer,65,F,0,High School,Married,Less than $40K,Blue,36,3,2,2,2798.0
Existing Customer,57,M,2,Uneducated,Single,$80K - $120K,Blue,53,5,2,4,34516.0
Existing Customer,65,F,0,College,Married,Less than $40K,Blue,56,6,1,2,1438.3
Existing Customer,65,M,0,High School,Single,Less than $40K,Silver,56,4,2,4,12609.0
Existing Customer,55,M,2,College,Married,$80K - $120K,Blue,50,4,2,4,19159.0
Existing Customer,54,M,1,College,Married,$80K - $120K,Blue,42,4,1,4,9642.0
Existing Customer,44,M,4,High School,Single,$120K +,Blue,37,5,3,3,8396.0
Existing Customer,58,M,1,Uneducated,Married,$80K - $120K,Blue,50,5,3,2,6978.0
Existing Customer,53,F,1,College,Married,$40K - $60K,Blue,47,3,3,4,2459.0
Existing Customer,33,F,1,High School,Single,Less than $40K,Silver,24,5,2,2,12956.0
Existing Customer,47,F,5,Graduate,Married,Less than $40K,Blue,39,3,3,4,7128.0
Existing Customer,51,M,1,Unknown,Single,$80K - $120K,Blue,41,6,2,2,18749.0
Existing Customer,38,F,3,Graduate,Married,Less than $40K,Blue,18,6,3,2,2193.0
Existing Customer,57,M,3,Doctorate,Married,$80K - $120K,Blue,50,3,2,3,4522.0
Existing Customer,36,M,4,Uneducated,Married,$40K - $60K,Blue,28,3,1,4,2157.0
Existing Customer,35,M,3,Uneducated,Married,$80K - $120K,Blue,25,3,1,2,11927.0
Existing Customer,55,F,2,Unknown,Married,Unknown,Blue,50,6,1,4,11341.0
Existing Customer,57,F,4,Doctorate,Married,Unknown,Blue,47,4,3,3,7345.0
Existing Customer,56,M,2,Doctorate,Married,$60K - $80K,Blue,51,3,3,4,6036.0
Existing Customer,38,F,2,High School,Single,Less than $40K,Blue,27,6,1,3,2096.0
Existing Customer,54,F,3,Graduate,Married,Less than $40K,Blue,49,4,1,3,1906.0
Existing Customer,48,M,2,Unknown,Unknown,$80K - $120K,Blue,35,5,2,4,5039.0
Attrited Customer,53,M,1,Graduate,Married,$80K - $120K,Blue,42,2,1,2,6214.0
Existing Customer,30,F,1,Graduate,Married,Less than $40K,Blue,17,3,1,3,1512.0
Existing Customer,47,M,2,Uneducated,Married,$80K - $120K,Silver,38,4,3,4,34516.0
Existing Customer,60,F,1,College,Married,Less than $40K,Blue,53,4,3,3,3346.0
Attrited Customer,54,M,3,College,Single,$120K +,Blue,49,3,2,3,34516.0
Existing Customer,37,F,2,Uneducated,Married,Less than $40K,Blue,28,5,2,4,6660.0
Existing Customer,32,F,1,Post-Graduate,Married,Less than $40K,Blue,20,5,2,3,2234.0
Existing Customer,44,F,4,Uneducated,Married,Less than $40K,Blue,33,5,4,2,9671.0
Existing Customer,53,F,1,College,Single,$40K - $60K,Blue,47,5,3,2,6605.0
Existing Customer,43,M,2,High School,Divorced,$80K - $120K,Blue,33,4,3,2,3083.0
Attrited Customer,49,F,2,Graduate,Single,Less than $40K,Blue,31,5,1,2,5456.0
Existing Customer,38,F,4,Unknown,Single,Unknown,Blue,14,4,1,2,4394.0
Existing Customer,56,F,1,College,Married,$40K - $60K,Blue,44,5,1,4,4088.0
Existing Customer,26,F,0,Graduate,Single,$40K - $60K,Blue,36,5,3,3,3930.0
Existing Customer,58,M,1,High School,Married,$60K - $80K,Blue,46,3,2,4,4188.0
Existing Customer,33,M,1,Unknown,Married,$60K - $80K,Blue,22,3,3,0,3637.0
Existing Customer,35,M,3,High School,Single,$80K - $120K,Blue,28,4,2,2,11521.0
Existing Customer,37,M,3,High School,Married,$60K - $80K,Blue,32,6,2,2,2253.0
Existing Customer,27,F,1,Graduate,Single,Unknown,Blue,13,6,2,4,2339.0
Existing Customer,43,M,4,High School,Single,$80K - $120K,Blue,37,6,1,2,30503.0
Existing Customer,49,M,2,Graduate,Divorced,$60K - $80K,Blue,36,5,3,2,4596.0
Attrited Customer,49,M,2,Uneducated,Married,$80K - $120K,Blue,43,1,3,3,5701.0
Existing Customer,39,F,3,Graduate,Married,Less than $40K,Blue,32,5,6,3,3221.0
Existing Customer,41,F,3,Uneducated,Married,Less than $40K,Blue,29,5,3,3,3022.0
Existing Customer,32,F,0,High School,Divorced,Less than $40K,Blue,36,5,2,4,2699.0
Existing Customer,58,F,1,Uneducated,Married,Less than $40K,Blue,39,3,3,3,2210.0
Existing Customer,56,M,2,Post-Graduate,Married,$60K - $80K,Blue,49,5,3,4,1438.3
Existing Customer,37,M,2,Graduate,Married,Less than $40K,Blue,36,3,3,4,2041.0
Existing Customer,39,M,1,High School,Married,$120K +,Blue,34,4,2,2,3250.0
Existing Customer,26,F,0,Graduate,Single,$40K - $60K,Blue,13,6,3,4,1643.0
Existing Customer,31,F,1,Unknown,Single,Unknown,Silver,36,4,3,2,34516.0
Attrited Customer,46,F,3,High School,Single,Unknown,Blue,34,4,3,3,29543.0
Existing Customer,36,M,2,College,Married,$120K +,Blue,29,6,3,2,3158.0
Existing Customer,39,M,1,Unknown,Married,$80K - $120K,Blue,36,6,2,3,2899.0
Existing Customer,53,F,4,College,Married,Less than $40K,Blue,36,4,1,3,2972.0
Existing Customer,38,F,3,Uneducated,Married,Less than $40K,Blue,23,6,2,2,5645.0
Existing Customer,37,M,2,Graduate,Married,Less than $40K,Blue,36,6,3,2,2463.0
Existing Customer,47,F,2,Graduate,Married,Less than $40K,Blue,41,5,3,4,1438.3
Existing Customer,56,M,1,College,Divorced,$80K - $120K,Blue,36,3,3,3,34516.0
Existing Customer,55,F,3,High School,Married,Less than $40K,Blue,48,6,2,2,2897.0
Existing Customer,31,F,0,Uneducated,Single,Less than $40K,Blue,36,4,2,0,5391.0
Existing Customer,62,F,0,Graduate,Single,Unknown,Blue,36,5,2,4,2870.0
Existing Customer,34,M,3,High School,Married,$120K +,Blue,25,3,2,4,23959.0
Existing Customer,33,M,3,High School,Married,$60K - $80K,Blue,25,5,2,2,14918.0
Existing Customer,38,F,2,Uneducated,Single,Less than $40K,Blue,29,3,3,2,3590.0
Existing Customer,65,M,0,Graduate,Married,$40K - $60K,Blue,56,3,3,2,2297.0
Existing Customer,57,M,1,High School,Married,$80K - $120K,Blue,53,3,2,4,25058.0
Attrited Customer,58,F,0,High School,Married,Less than $40K,Blue,36,3,2,2,7418.0
Existing Customer,60,M,1,Unknown,Divorced,$40K - $60K,Blue,49,4,3,2,3012.0
Existing Customer,39,M,3,Unknown,Single,$40K - $60K,Blue,24,3,1,4,4562.0
Existing Customer,39,F,2,High School,Married,Unknown,Blue,27,6,2,2,10723.0
Existing Customer,39,F,2,High School,Married,Less than $40K,Blue,36,6,2,3,1578.0
Existing Customer,60,M,0,Uneducated,Married,Less than $40K,Blue,49,4,2,4,2094.0
Existing Customer,37,F,3,High School,Married,Less than $40K,Blue,19,5,1,3,4138.0
Existing Customer,41,F,4,Graduate,Married,Unknown,Blue,30,3,1,2,5417.0
Existing Customer,56,M,3,Uneducated,Married,$120K +,Blue,36,6,3,3,34516.0
Existing Customer,60,M,0,High School,Married,$60K - $80K,Blue,54,6,1,2,9592.0
Existing Customer,56,F,4,High School,Single,Less than $40K,Blue,36,3,1,3,8881.0
